Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      2.83     0.00      477     0.00     0.00  get_top_of_heap_index
  0.00      2.83     0.00      477     0.00     0.00  heapsort
  0.00      2.83     0.00      477     0.00     0.00  init_route_tree_to_source
  0.00      2.83     0.00      477     0.00     0.00  load_new_path_R_upstream
  0.00      2.83     0.00      477     0.00     0.00  load_rt_subtree_Tdel
  0.00      2.83     0.00      477     0.00     0.00  mark_ends
  0.00      2.83     0.00      477     0.00     0.00  reset_path_costs
  0.00      2.83     0.00      477     0.00     0.00  timing_driven_route_net
  0.00      2.83     0.00      477     0.00     0.00  update_net_delays_from_route_tree
  0.00      2.83     0.00      477     0.00     0.00  update_route_tree
  0.00      2.83     0.00      477     0.00     0.00  update_rr_base_costs
  0.00      2.83     0.00      477     0.00     0.00  update_traceback
  0.00      2.83     0.00      477     0.00     0.00  update_unbuffered_ancestors_C_downstream
  0.00      2.83     0.00      440     0.00     0.00  label_incoming_wires
  0.00      2.83     0.00      437     0.00     0.00  alloc_matrix
  0.00      2.83     0.00      431     0.00     0.00  ezxml_char_content
  0.00      2.83     0.00      430     0.00     0.00  free_matrix
  0.00      2.83     0.00      414     0.00     0.00  get_type_by_name
  0.00      2.83     0.00      276     0.00     0.00  load_one_fb_fanout_count
  0.00      2.83     0.00      226     0.00     0.00  CountTokensInString
  0.00      2.83     0.00      223     0.00     0.00  ezxml_set_flag
  0.00      2.83     0.00      222     0.00     0.00  FreeNode
  0.00      2.83     0.00      222     0.00     0.00  ezxml_close_tag
  0.00      2.83     0.00      222     0.00     0.00  ezxml_cut
  0.00      2.83     0.00      222     0.00     0.00  ezxml_free
  0.00      2.83     0.00      222     0.00     0.00  ezxml_free_attr
  0.00      2.83     0.00      222     0.00     0.00  ezxml_open_tag
  0.00      2.83     0.00      221     0.00     0.00  CheckElement
  0.00      2.83     0.00      221     0.00     0.00  ezxml_add_child
  0.00      2.83     0.00      221     0.00     0.00  ezxml_insert
  0.00      2.83     0.00      220     0.00     0.00  rr_node_is_global_clb_ipin
  0.00      2.83     0.00      183     0.00     0.00  FindProperty
  0.00      2.83     0.00      183     0.00     0.00  ezxml_attr
  0.00      2.83     0.00      180     0.00     0.00  ezxml_set_txt
  0.00      2.83     0.00      173     0.00     0.00  GetNodeTokens
  0.00      2.83     0.00      171     0.00     0.00  my_calloc
  0.00      2.83     0.00      144     0.00     0.00  build_rr_sinks_sources
  0.00      2.83     0.00      144     0.00     0.00  build_unidir_rr_opins
  0.00      2.83     0.00      139     0.00     0.00  comp_td_costs
  0.00      2.83     0.00      139     0.00     0.00  get_next_hash
  0.00      2.83     0.00      138     0.00     0.00  build_fb_tnodes
  0.00      2.83     0.00      138     0.00     0.00  check_fb_conn
  0.00      2.83     0.00      138     0.00     0.00  check_fb_to_subblock_connections
  0.00      2.83     0.00      138     0.00     0.00  check_internal_subblock_connections
  0.00      2.83     0.00      138     0.00     0.00  check_subblocks
  0.00      2.83     0.00      138     0.00     0.00  get_num_conn
  0.00      2.83     0.00      125     0.00     0.00  ezxml_set_attr
  0.00      2.83     0.00      124     0.00     0.00  compute_net_slacks
  0.00      2.83     0.00      124     0.00     0.00  load_timing_graph_net_delays
  0.00      2.83     0.00      123     0.00     0.00  get_std_dev
  0.00      2.83     0.00      123     0.00     0.00  load_criticalities
  0.00      2.83     0.00      123     0.00     0.00  update_screen
  0.00      2.83     0.00      122     0.00     0.00  exit_crit
  0.00      2.83     0.00      121     0.00     0.00  update_rlim
  0.00      2.83     0.00      121     0.00     0.00  update_t
  0.00      2.83     0.00      110     0.00     0.00  build_rr_xchan
  0.00      2.83     0.00      110     0.00     0.00  build_rr_ychan
  0.00      2.83     0.00       57     0.00     0.00  alloc_ivector_and_copy_int_list
  0.00      2.83     0.00       56     0.00     0.00  find_type_col
  0.00      2.83     0.00       43     0.00     0.00  ezxml_child
  0.00      2.83     0.00       41     0.00     0.00  FindElement
  0.00      2.83     0.00       36     0.00     0.00  comp_width
  0.00      2.83     0.00       33     0.00     0.00  is_global_clock
  0.00      2.83     0.00       15     0.00     0.00  recompute_bb_cost
  0.00      2.83     0.00        7     0.00     0.00  CountChildren
  0.00      2.83     0.00        6     0.00     0.00  CheckGrid
  0.00      2.83     0.00        6     0.00     0.00  ParseFc
  0.00      2.83     0.00        6     0.00     0.00  alloc_and_load_grid
  0.00      2.83     0.00        6     0.00     0.00  insert_in_vptr_list
  0.00      2.83     0.00        5     0.00     0.00  alloc_matrix3
  0.00      2.83     0.00        5     0.00     0.00  freeGrid
  0.00      2.83     0.00        5     0.00     0.00  my_realloc
  0.00      2.83     0.00        4     0.00     0.00  free_chunk_memory
  0.00      2.83     0.00        4     0.00     0.00  free_matrix3
  0.00      2.83     0.00        4     0.00     0.00  get_class_range_for_block
  0.00      2.83     0.00        3     0.00     0.00  ProcessOption
  0.00      2.83     0.00        3     0.00     0.00  Process_Fc
  0.00      2.83     0.00        3     0.00     0.00  ReadBaseToken
  0.00      2.83     0.00        3     0.00     0.00  alloc_and_load_pin_to_track_map
  0.00      2.83     0.00        3     0.00     0.00  alloc_and_load_track_to_pin_lookup
  0.00      2.83     0.00        3     0.00     0.00  free_ivec_vector
  0.00      2.83     0.00        3     0.00     0.00  free_matrix4
  0.00      2.83     0.00        3     0.00     0.00  generic_compute_matrix
  0.00      2.83     0.00        2     0.00     0.00  ProcessCB_SB
  0.00      2.83     0.00        2     0.00     0.00  ProcessChanWidthDistrDir
  0.00      2.83     0.00        2     0.00     0.00  ProcessSubblocks
  0.00      2.83     0.00        2     0.00     0.00  ProcessTypeProps
  0.00      2.83     0.00        2     0.00     0.00  SetupClassInf
  0.00      2.83     0.00        2     0.00     0.00  SetupGridLocations
  0.00      2.83     0.00        2     0.00     0.00  SetupPinClasses
  0.00      2.83     0.00        2     0.00     0.00  SetupPinLocations
  0.00      2.83     0.00        2     0.00     0.00  SetupSubblocksTSeq
  0.00      2.83     0.00        2     0.00     0.00  SetupSubblocksTcomb
  0.00      2.83     0.00        2     0.00     0.00  SetupTypeTiming
  0.00      2.83     0.00        2     0.00     0.00  alloc_and_load_actual_fc
  0.00      2.83     0.00        2     0.00     0.00  alloc_hash_table
  0.00      2.83     0.00        2     0.00     0.00  alloc_matrix4
  0.00      2.83     0.00        2     0.00     0.00  check_all_tracks_reach_pins
  0.00      2.83     0.00        2     0.00     0.00  comp_bb_cost
  0.00      2.83     0.00        2     0.00     0.00  free_hash_table
  0.00      2.83     0.00        2     0.00     0.00  free_rr_graph
  0.00      2.83     0.00        2     0.00     0.00  init_chan
  0.00      2.83     0.00        2     0.00     0.00  load_chan_rr_indices
  0.00      2.83     0.00        2     0.00     0.00  load_rr_indexed_data_T_values
  0.00      2.83     0.00        2     0.00     0.00  load_uniform_switch_pattern
  0.00      2.83     0.00        2     0.00     0.00  my_fopen
  0.00      2.83     0.00        1     0.00     0.00  CheckArch
  0.00      2.83     0.00        1     0.00     0.00  CheckOptions
  0.00      2.83     0.00        1     0.00     0.00  CheckSegments
  0.00      2.83     0.00        1     0.00     0.00  CheckSetup
  0.00      2.83     0.00        1     0.00     0.00  CheckSwitches
  0.00      2.83     0.00        1     0.00     0.00  InitArch
  0.00      2.83     0.00        1     0.00     0.00  IsTimingEnabled
  0.00      2.83     0.00        1     0.00     0.00  PrintTitle
  0.00      2.83     0.00        1     0.00     0.00  ProcessChanWidthDistr
  0.00      2.83     0.00        1     0.00     0.00  ProcessDevice
  0.00      2.83     0.00        1     0.00     0.00  ProcessIO
  0.00      2.83     0.00        1     0.00     0.00  ProcessLayout
  0.00      2.83     0.00        1     0.00     0.00  ProcessSegments
  0.00      2.83     0.00        1     0.00     0.00  ProcessSwitches
  0.00      2.83     0.00        1     0.00     0.00  ProcessTypes
  0.00      2.83     0.00        1     0.00     0.00  ReadInt
  0.00      2.83     0.00        1     0.00     0.00  ReadOptions
  0.00      2.83     0.00        1     0.00     0.00  SetupAnnealSched
  0.00      2.83     0.00        1     0.00     0.00  SetupEmptyType
  0.00      2.83     0.00        1     0.00     0.00  SetupOperation
  0.00      2.83     0.00        1     0.00     0.00  SetupPlacerOpts
  0.00      2.83     0.00        1     0.00     0.00  SetupRouterOpts
  0.00      2.83     0.00        1     0.00     0.00  SetupRoutingArch
  0.00      2.83     0.00        1     0.00     0.00  SetupSwitches
  0.00      2.83     0.00        1     0.00     0.00  SetupTiming
  0.00      2.83     0.00        1     0.00     0.00  SetupVPR
  0.00      2.83     0.00        1     0.00     0.00  ShowAnnealSched
  0.00      2.83     0.00        1     0.00     0.00  ShowOperation
  0.00      2.83     0.00        1     0.00     0.00  ShowPlacerOpts
  0.00      2.83     0.00        1     0.00     0.00  ShowRoutingArch
  0.00      2.83     0.00        1     0.00     0.00  ShowSetup
  0.00      2.83     0.00        1     0.00     0.00  XmlReadArch
  0.00      2.83     0.00        1     0.00     0.00  add_rr_graph_C_from_switches
  0.00      2.83     0.00        1     0.00     0.00  alloc_and_assign_internal_structures
  0.00      2.83     0.00        1     0.00     0.00  alloc_and_load_clb_opins_used_locally
  0.00      2.83     0.00        1     0.00     0.00  alloc_and_load_fanout_counts
  0.00      2.83     0.00        1     0.00     0.00  alloc_and_load_for_fast_cost_update
  0.00      2.83     0.00        1     0.00     0.00  alloc_and_load_perturb_ipins
  0.00      2.83     0.00        1     0.00     0.00  alloc_and_load_pin_mappings
  0.00      2.83     0.00        1     0.00     0.00  alloc_and_load_placement_structs
  0.00      2.83     0.00        1     0.00     0.00  alloc_and_load_rr_clb_source
  0.00      2.83     0.00        1     0.00     0.34  alloc_and_load_rr_graph
  0.00      2.83     0.00        1     0.00     0.00  alloc_and_load_rr_indexed_data
  0.00      2.83     0.00        1     0.00     0.00  alloc_and_load_rr_node_indices
  0.00      2.83     0.00        1     0.00     0.00  alloc_and_load_rr_node_route_structs
  0.00      2.83     0.00        1     0.00     0.00  alloc_and_load_seg_details
  0.00      2.83     0.00        1     0.00     0.01  alloc_and_load_timing_graph
  0.00      2.83     0.00        1     0.00     0.00  alloc_and_load_timing_graph_levels
  0.00      2.83     0.00        1     0.00     0.00  alloc_and_load_tnode_fanin_and_check_edges
  0.00      2.83     0.00        1     0.00     0.01  alloc_and_load_tnodes_and_net_mapping
  0.00      2.83     0.00        1     0.00     0.00  alloc_and_load_unique_pin_list
  0.00      2.83     0.00        1     0.00     0.00  alloc_block
  0.00      2.83     0.00        1     0.00     0.00  alloc_crit
  0.00      2.83     0.00        1     0.00     0.00  alloc_delta_arrays
  0.00      2.83     0.00        1     0.00     0.40  alloc_lookups_and_criticalities
  0.00      2.83     0.00        1     0.00     0.00  alloc_net
  0.00      2.83     0.00        1     0.00     0.00  alloc_net_delay
  0.00      2.83     0.00        1     0.00     0.00  alloc_net_rr_terminals
  0.00      2.83     0.00        1     0.00     0.00  alloc_net_slack
  0.00      2.83     0.00        1     0.00     0.00  alloc_route_structs
  0.00      2.83     0.00        1     0.00     0.00  alloc_route_tree_timing_structs
  0.00      2.83     0.00        1     0.00     0.36  alloc_routing_structs
  0.00      2.83     0.00        1     0.00     0.00  alloc_sblock_pattern_lookup
  0.00      2.83     0.00        1     0.00     0.00  alloc_timing_driven_route_structs
  0.00      2.83     0.00        1     0.00     0.36  build_rr_graph
  0.00      2.83     0.00        1     0.00     0.00  check_for_duplicate_block_names
  0.00      2.83     0.00        1     0.00     0.00  check_for_multiple_sink_connections
  0.00      2.83     0.00        1     0.00     0.00  check_netlist
  0.00      2.83     0.00        1     0.00     0.00  check_place
  0.00      2.83     0.00        1     0.00     0.00  check_timing_graph
  0.00      2.83     0.00        1     0.00     0.39  compute_delay_lookup_tables
  0.00      2.83     0.00        1     0.00     0.03  compute_delta_arrays
  0.00      2.83     0.00        1     0.00     0.01  compute_delta_fb_to_fb
  0.00      2.83     0.00        1     0.00     0.01  compute_delta_fb_to_io
  0.00      2.83     0.00        1     0.00     0.01  compute_delta_io_to_fb
  0.00      2.83     0.00        1     0.00     0.01  compute_delta_io_to_io
  0.00      2.83     0.00        1     0.00     0.00  compute_net_pin_index_values
  0.00      2.83     0.00        1     0.00     0.00  count_connections
  0.00      2.83     0.00        1     0.00     0.00  ezxml_new
  0.00      2.83     0.00        1     0.00     0.00  ezxml_parse_fd
  0.00      2.83     0.00        1     0.00     0.00  ezxml_parse_file
  0.00      2.83     0.00        1     0.00     0.00  ezxml_parse_str
  0.00      2.83     0.00        1     0.00     0.00  ezxml_str2utf8
  0.00      2.83     0.00        1     0.00     0.00  freeArch
  0.00      2.83     0.00        1     0.00     0.00  free_and_reset_internal_structures
  0.00      2.83     0.00        1     0.00     0.00  free_crit
  0.00      2.83     0.00        1     0.00     0.00  free_fanout_counts
  0.00      2.83     0.00        1     0.00     0.00  free_fast_cost_update_structs
  0.00      2.83     0.00        1     0.00     0.00  free_int_list
  0.00      2.83     0.00        1     0.00     0.00  free_lookups_and_criticalities
  0.00      2.83     0.00        1     0.00     0.00  free_net_delay
  0.00      2.83     0.00        1     0.00     0.00  free_pin_mappings
  0.00      2.83     0.00        1     0.00     0.00  free_placement_structs
  0.00      2.83     0.00        1     0.00     0.00  free_route_structs
  0.00      2.83     0.00        1     0.00     0.00  free_route_tree_timing_structs
  0.00      2.83     0.00        1     0.00     0.00  free_routing_structs
  0.00      2.83     0.00        1     0.00     0.00  free_rr_node_indices
  0.00      2.83     0.00        1     0.00     0.00  free_rr_node_route_structs
  0.00      2.83     0.00        1     0.00     0.00  free_sblock_pattern_lookup
  0.00      2.83     0.00        1     0.00     0.00  free_seg_details
  0.00      2.83     0.00        1     0.00     0.00  free_timing_driven_route_structs
  0.00      2.83     0.00        1     0.00     0.00  free_timing_graph
  0.00      2.83     0.00        1     0.00     0.00  free_trace_structs
  0.00      2.83     0.00        1     0.00     0.00  free_type_pin_to_track_map
  0.00      2.83     0.00        1     0.00     0.00  free_type_track_to_ipin_map
  0.00      2.83     0.00        1     0.00     0.00  free_unique_pin_list
  0.00      2.83     0.00        1     0.00     0.00  get_delay_normalization_fac
  0.00      2.83     0.00        1     0.00     0.00  get_longest_segment_length
  0.00      2.83     0.00        1     0.00     0.00  get_max_pins_per_net
  0.00      2.83     0.00        1     0.00     0.00  get_seg_track_counts
  0.00      2.83     0.00        1     0.00     0.00  init_draw_coords
  0.00      2.83     0.00        1     0.00     0.00  init_route_structs
  0.00      2.83     0.00        1     0.00     0.00  initial_placement
  0.00      2.83     0.00        1     0.00     0.00  load_route_bb
  0.00      2.83     0.00        1     0.00     0.00  load_rr_indexed_data_base_costs
  0.00      2.83     0.00        1     0.00     0.00  load_simplified_device
  0.00      2.83     0.00        1     0.00     0.00  load_subblock_info_to_type
  0.00      2.83     0.00        1     0.00     0.00  my_srandom
  0.00      2.83     0.00        1     0.00     2.83  place_and_route
  0.00      2.83     0.00        1     0.00     0.00  post_place_sync
  0.00      2.83     0.00        1     0.00     0.00  print_place
  0.00      2.83     0.00        1     0.00     0.00  read_netlist
  0.00      2.83     0.00        1     0.00     0.00  reset_placement
  0.00      2.83     0.00        1     0.00     0.00  restore_original_device
  0.00      2.83     0.00        1     0.00     0.00  rr_graph_externals
  0.00      2.83     0.00        1     0.00     0.00  set_graphics_state
  0.00      2.83     0.00        1     0.00     0.00  setup_chan_width
  0.00      2.83     0.00        1     0.00     0.00  start_hash_table_iterator
  0.00      2.83     0.00        1     0.00     0.00  starting_t
  0.00      2.83     0.00        1     0.00     0.00  sync_nets_to_blocks
  0.00      2.83     0.00        1     0.00     2.83  try_place

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2014 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.35% of 2.83 seconds

index % time    self  children    called     name
                0.00    2.83       1/1           main [3]
[1]    100.0    0.00    2.83       1         place_and_route [1]
                0.00    2.83       1/1           try_place [2]
                0.00    0.00       1/1           print_place [315]
                0.00    0.00       1/1           post_place_sync [314]
-----------------------------------------------
                0.00    2.83       1/1           place_and_route [1]
[2]    100.0    0.00    2.83       1         try_place [2]
                0.31    2.08  869860/869998      try_swap [4]
                0.00    0.40       1/1           alloc_lookups_and_criticalities [7]
                0.04    0.00     124/124         load_net_slack [27]
                0.00    0.00     138/139         comp_td_costs [53]
                0.00    0.00       1/1           starting_t [56]
                0.00    0.00       1/1           check_place [63]
                0.00    0.00       1/2           comp_bb_cost [61]
                0.00    0.00       1/1           initial_placement [70]
                0.00    0.00     511/511         get_mst_of_net [112]
                0.00    0.00     124/124         load_timing_graph_net_delays [163]
                0.00    0.00     123/123         load_criticalities [165]
                0.00    0.00     123/123         update_screen [166]
                0.00    0.00     122/123         get_std_dev [164]
                0.00    0.00     122/122         exit_crit [167]
                0.00    0.00     121/121         update_t [169]
                0.00    0.00     121/121         update_rlim [168]
                0.00    0.00      15/15          recompute_bb_cost [176]
                0.00    0.00       2/383841      my_malloc [72]
                0.00    0.00       1/2           init_chan [212]
                0.00    0.00       1/1           alloc_and_load_placement_structs [254]
                0.00    0.00       1/1           init_draw_coords [308]
                0.00    0.00       1/1           compute_net_pin_index_values [275]
                0.00    0.00       1/1           count_connections [276]
                0.00    0.00       1/1           free_placement_structs [291]
                0.00    0.00       1/1           free_lookups_and_criticalities [288]
-----------------------------------------------
                                                 <spontaneous>
[3]    100.0    0.00    2.83                 main [3]
                0.00    2.83       1/1           place_and_route [1]
                0.00    0.00       1/1           PrintTitle [222]
                0.00    0.00       1/1           ReadOptions [231]
                0.00    0.00       1/1           IsTimingEnabled [221]
                0.00    0.00       1/1           SetupVPR [240]
                0.00    0.00       1/1           CheckOptions [216]
                0.00    0.00       1/1           CheckArch [215]
                0.00    0.00       1/1           CheckSetup [218]
                0.00    0.00       1/1           ShowSetup [245]
                0.00    0.00       1/1           set_graphics_state [319]
                0.00    0.00       1/1           freeArch [282]
-----------------------------------------------
                0.00    0.00     138/869998      starting_t [56]
                0.31    2.08  869860/869998      try_place [2]
[4]     84.4    0.31    2.08  869998         try_swap [4]
                0.38    0.36  848146/848146      comp_delta_td_cost [5]
                0.44    0.00 12628718/12629702     get_non_updateable_bb [6]
                0.24    0.00  848146/848146      find_affected_nets [16]
                0.17    0.03 3008047/3008047     update_bb [17]
                0.19    0.00 15636765/15637785     get_net_cost [18]
                0.16    0.00  386965/386965      update_td_cost [22]
                0.06    0.02  869998/869998      find_to [25]
                0.02    0.00 1267391/3022684     my_irand [26]
                0.00    0.01  848146/848146      assess_swap [38]
                0.00    0.00       4/383841      my_malloc [72]
-----------------------------------------------
                0.38    0.36  848146/848146      try_swap [4]
[5]     26.1    0.38    0.36  848146         comp_delta_td_cost [5]
                0.36    0.00 25424969/25584958     comp_td_point_to_point_delay [9]
-----------------------------------------------
                0.00    0.00     984/12629702     comp_bb_cost [61]
                0.44    0.00 12628718/12629702     try_swap [4]
[6]     15.5    0.44    0.00 12629702         get_non_updateable_bb [6]
-----------------------------------------------
                0.00    0.40       1/1           try_place [2]
[7]     14.1    0.00    0.40       1         alloc_lookups_and_criticalities [7]
                0.00    0.39       1/1           compute_delay_lookup_tables [8]
                0.00    0.01       1/1           alloc_and_load_timing_graph [45]
                0.00    0.00       1/1           alloc_net_delay [264]
                0.00    0.00       1/1           alloc_crit [261]
-----------------------------------------------
                0.00    0.39       1/1           alloc_lookups_and_criticalities [7]
[8]     13.8    0.00    0.39       1         compute_delay_lookup_tables [8]
                0.00    0.36       1/1           alloc_routing_structs [10]
                0.00    0.03       1/1           compute_delta_arrays [29]
                0.00    0.00       1/1           load_simplified_device [311]
                0.00    0.00       1/1           alloc_and_assign_internal_structures [248]
                0.00    0.00       1/1           setup_chan_width [320]
                0.00    0.00       1/1           get_longest_segment_length [305]
                0.00    0.00       1/1           alloc_delta_arrays [262]
                0.00    0.00       1/1           free_routing_structs [294]
                0.00    0.00       1/1           restore_original_device [318]
                0.00    0.00       1/1           free_and_reset_internal_structures [283]
-----------------------------------------------
                0.00    0.00  159989/25584958     comp_td_costs [53]
                0.36    0.00 25424969/25584958     comp_delta_td_cost [5]
[9]     12.7    0.36    0.00 25584958         comp_td_point_to_point_delay [9]
-----------------------------------------------
                0.00    0.36       1/1           compute_delay_lookup_tables [8]
[10]    12.7    0.00    0.36       1         alloc_routing_structs [10]
                0.00    0.36       1/1           build_rr_graph [11]
                0.00    0.00       1/478         assign_locations [115]
                0.00    0.00       1/1           alloc_route_structs [267]
                0.00    0.00       1/2           free_rr_graph [211]
                0.00    0.00       1/1           alloc_and_load_rr_node_route_structs [255]
                0.00    0.00       1/1           alloc_timing_driven_route_structs [270]
                0.00    0.00       1/1           init_route_structs [309]
-----------------------------------------------
                0.00    0.36       1/1           alloc_routing_structs [10]
[11]    12.7    0.00    0.36       1         build_rr_graph [11]
                0.00    0.34       1/1           alloc_and_load_rr_graph [12]
                0.01    0.00     121/121         load_sblock_pattern_lookup [33]
                0.01    0.00       1/1           check_rr_graph [47]
                0.00    0.00       1/1           alloc_and_load_rr_node_indices [59]
                0.00    0.00       1/1           rr_graph_externals [65]
                0.00    0.00       4/383841      my_malloc [72]
                0.00    0.00       3/3           alloc_and_load_pin_to_track_map [191]
                0.00    0.00       3/3           alloc_and_load_track_to_pin_lookup [192]
                0.00    0.00       2/2           alloc_and_load_actual_fc [206]
                0.00    0.00       2/437         alloc_matrix [132]
                0.00    0.00       2/430         free_matrix [134]
                0.00    0.00       1/1           alloc_and_load_seg_details [256]
